"67277048","67277055"
"67283648","67283711"
"67297640","67297647"
"67298120","67298127"
"68276480","68276735"
"68281840","68281847"
"68285792","68285823"
"68288512","68288767"
"68288864","68288895"
"68289568","68289575"
"68289664","68289727"
"68289792","68289799"
"68289888","68289919"
"68289920","68289983"
"68290016","68290047"
"68290048","68290079"
"68290080","68290111"
"68290816","68291071"
"68292864","68294655"
"68295168","68295295"
"68295360","68295423"
"68313248","68313255"
"68328960","68329471"
"68346880","68347135"
"68387840","68388607"
"68653824","68654079"
"68657600","68657607"
"68664576","68664831"
"69502720","69502975"
"69511936","69513215"
"69550272","69550279"
"69550288","69550295"
"69550848","69551103"
"69552000","69552015"
"69553408","69553663"
"69554176","69555199"
"69558328","69558335"
"69559040","69559295"
"69561424","69561431"
"69902592","69902599"
"69903104","69903359"
"71502080","71502095"
"71502400","71502431"
"75702272","75704319"
"75704832","75705087"
"75705088","75705343"
"75706368","75706623"
"75706624","75706879"
"75707136","75707391"
"75707392","75710463"
"76513280","76521471"
"76525568","76529663"
"77548032","77548287"
"77568000","77569023"
"77569024","77569279"
"77569280","77569791"
"77569792","77570047"
"77594624","77596671"
"77596672","77604607"
"77604864","77608959"
"77608960","77611007"
"77666304","77667327"
"77667328","77668351"
"77682688","77684735"
"77692928","77694975"
"77694976","77695487"
"77695488","77695743"
"77695744","77695999"
"77696000","77697023"
"77697024","77701119"
"81788928","81789951"
"81789952","81790463"
"81790464","81790591"
"81790592","81790719"
"81790720","81795071"
"81795072","81795327"
"81795328","81797119"
"81799680","81799935"
"81801216","81803519"
"81803520","81803647"
"81803648","81803775"
"81803776","81804287"
"81804288","81804543"
"81804544","81805311"
"81829888","81833983"
"81833984","81834239"
"81834496","81836031"
"81836032","81837311"
"81837312","81837567"
"81837568","81838079"
"81838080","81841151"
"81841408","81842687"
"81842688","81842943"
"81842944","81843455"
"81843456","81843711"
"81843712","81846271"
"81846272","81854463"
"81862656","81863679"
"81863680","81870847"
"81870848","81876991"
"81876992","81877247"
"81877248","81877503"
"81878016","81878527"
